text,speaker,label
A new college tuition reciprocity agreement with Minnesota makes college education more affordable for Wisconsin residents.,scott-walker,pants-fire
Says Cory Booker supports late-term and partial-birth abortion and opposes safety regulations.,bookerfail,half-true
"Gov. Rick Perry spent over a million dollars on D.C. lobbyists asking for more federal money and lives in a luxury house that costs taxpayers $10,000 a month.",kay-bailey-hutchison,mostly-true
Says Ohio law gives tax breaks to rich people who own private jets.,mike-foley,mostly-true
"Says Zack Space voted for budgets and debt, energy taxes and the stimulus, and we still lost more than 2.5 million jobs.",americans-job-security,half-true
Says Paul Ryans budget plan ends Medicare.,rob-zerban,pants-fire
"In every ethics case that has resulted in a formal sanction, theres been an investigative subcommittee thats been established first.",alan-grayson,half-true
Says Colorado Democraticcongressional candidate MorganCarroll racked up $11 billion in new spending in the state Legislature.,national-republican-congressional-committee,barely-true
59 percent of Americans today believe that Barack Obama is still a Muslim.,arsalan-iftikhar,false
Carol Shea-Porter wants to increase taxes on small business and job creators.,frank-guinta,false
A bill delaying the start of classes until Labor Day would permit school districts to shave 5 full weeks off the school year.,marc-schare,true
On whether the United States should intervene in Libya.,newt-gingrich,false
Says Texas ranks 49th nationally in what we are doing to support our per-pupil investment in education in the state.,wendy-davis,mostly-true
"Despite keeping distance from national media interviewers, I did local press all along, the last three months.",hillary-clinton,barely-true
"In 2006, Bernie Sanders voted in the House with hard-line Republicans for indefinite detention for undocumented immigrants, and then he sided with those Republicans to stand with vigilantes known as Minutemen who were taking up outposts along the border to hunt down immigrants.",hillary-clinton,mostly-true
Says she was the first in her family to go to a four-year college.,katie-mcginty,pants-fire
"There was a Gallup poll in Egypt last year, and 70 percent of Egyptians dont want our money.",rand-paul,true
Americans spend 6.1 billion hours a year on tax preparation.,virginia-foxx,true
"We are now, for the first time ever, energy independent.",hillary-clinton,false
"Last year, Exxon pocketed nearly $4.7 million every hour.",barack-obama,true
"Medicare monthly premiums will go up to $104.20 in 2012 and $247.00 in 2014 due to provisions incorporated in the Obamacare legislation, purposely delayed so as not to confuse the 2012 re-election campaigns.",chain-email,pants-fire
Marco Rubio voted against funding health clinics that provide critical care during this public health emergency (Zika).,naral-pro-choice,barely-true
Youre in more trouble if you leave your pet in the car than if you leave your child in the car.,john-pagliarini,half-true
SaysPeter Kilmartin voted in favor of expanding the good behavior statute to sex offenders.,erik-wallin,false
On letting Occupy Atlanta protesters stay in Woodruff Park.,kasim-reed,true
What I have put forward does not add a penny to the debt.,hillary-clinton,half-true
"In first week as governor, Tim Kaine proposed a nearly $4 billion tax increase, $4 billion, including a tax increase on people earning as little as $17,000 a year.",donald-trump,mostly-true
"On Lee Fishers watch, almost nine out of 10 jobs that Ohio lost were lost to other states, not to other countries.",rob-portman,mostly-true
Limiting labor negotiations to only wages is how it is for the most part in the private sector.,alberta-darling,false
"Says on contraception, his plan is cheaper and easier for you than Sen. Mark Udalls",cory-gardner,barely-true
The states have always defined marriage.,marco-rubio,half-true
"Mitt Romneys pledged to protect (oil companies) record profits and their billions in special tax breaks, too.",priorities-usa-action,half-true
Mark Warner voted for nearly $1 trillion in new taxes and $7 trillion in new debt.,ed-gillespie,true
Says Democrats first proposed prohibiting the government from negotiating prices for prescription drugs in Medicare Part D and he had nothing to do with that provision in the law.,tommy-thompson,barely-true
The FCCs net neutrality policy includes whatis essentially a massive tax increase.,mike-lee,half-true
The typical white male worker in this country is making in real terms what he was making in 1973 and the average worker is making what they were making in 1996.,david-axelrod,mostly-true
"A United Nations arms treaty would almost certainly force the U.S. to create an international gun registry, setting the stage for full-scale gun confiscation.",paul-broun,false
More people die from medical misadventures than firearm accidents nationally and in Florida.,national-rifle-association,mostly-true
"In the United States, weve had 12 years in a row of wages declining.",martin-omalley,half-true
"This year, were off to our best private-sector jobs growth since 1999.",barack-obama,mostly-true
"Says abortion doctors are flying into this state, performing abortions and flying out.",matthew-hill,false
Maurice Ferre says Kendrick Meek has voted 98.6 percent of the time with the Democrat party.,maurice-ferre,true
Weve created more jobs in the United States than every other advanced economy combined since I came into office.,barack-obama,half-true
One in four inmates is an illegal immigrant.,lisa-boothe,barely-true
Wisconsin is dead last in income growth among midwestern states during Gov. Scott Walkers term.,blog-posting,true
"A three-cents-per-ounce soda tax in Philadelphia would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry.",daniel-grace,false
Kendrick Meek was #1 in Florida in taking tobacco cash and then opposed a tax on cigars that would have helped pay for childrens health care.,jeff-greene,barely-true
On repeal of Wisconsins smoking ban,scott-walker,false
"For the first time ever, we completely funded the critical needs waiting list so persons with unique abilities can get the help they need.",rick-scott,half-true
Race to the Top grants require participating states to adopt the Common Core standards as a condition for receiving federal funding.,david-jolly,barely-true
Says 51 percent of federal tax filers paid zero federal income tax.,rob-cornilles,true
"Because of the 2011 debt ceiling fight, the stock market lost 2,000 points.",charles-schumer,mostly-true
